"TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","COLUMN_DEFAULT","IS_NULLABLE","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CHARACTER_OCTET_LENGTH","NUMERIC_PRECISION","NUMERIC_PRECISION_RADIX","NUMERIC_SCALE","DATETIME_PRECISION","INTERVAL_TYPE","INTERVAL_PRECISION","CHARACTER_SET_CATALOG","CHARACTER_SET_SCHEMA","CHARACTER_SET_NAME","COLLATION_CATALOG","COLLATION_SCHEMA","COLLATION_NAME","DOMAIN_CATALOG","DOMAIN_SCHEMA","DOMAIN_NAME","UDT_CATALOG","UDT_SCHEMA","UDT_NAME","SCOPE_CATALOG","SCOPE_SCHEMA","SCOPE_NAME","MAXIMUM_CARDINALITY","DTD_IDENTIFIER","IS_SELF_REFERENCING","IS_IDENTITY","IDENTITY_GENERATION","IDENTITY_START","IDENTITY_INCREMENT","IDENTITY_MAXIMUM","IDENTITY_MINIMUM","IDENTITY_CYCLE","COMMENT"
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_LINENUMBER","4","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_MANAGER","10","","YES","TEXT","40","160","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_STREET_NAME","22","","YES","TEXT","60","240","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_PAGE","CP_TYPE","9","","YES","TEXT","100","400","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","ITEM","I_ITEM_DESC","5","","YES","TEXT","200","800","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","REASON","R_REASON_SK","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE","S_HOURS","9","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_BILL_ADDR_SK","8","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_SHIP_HDEMO_SK","11","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","HOUSEHOLD_DEMOGRAPHICS","HD_BUY_POTENTIAL","3","","YES","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","TIME_DIM","T_TIME_ID","2","","NO","TEXT","16","64","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_RETURNS","WR_RETURNED_TIME_SK","2","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","ORDERS","O_ORDERSTATUS","3","","NO","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","LINEITEM","L_SUPPKEY","3","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_LINESTATUS","10","","NO","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","DBGEN_VERSION","DV_CREATE_DATE","2","","YES","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE_RETURNS","SR_TICKET_NUMBER","10","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","LINEITEM","L_EXTENDEDPRICE","6","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","REGION","R_REGIONKEY","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","SUPPLIER","S_NAME","2","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","DATE_DIM","D_CURRENT_QUARTER","27","","YES","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_STREET_NAME","20","","YES","TEXT","60","240","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_PAGE","WP_CREATION_DATE_SK","5","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WAREHOUSE","W_WAREHOUSE_NAME","3","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_COUNTRY","29","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CALL_CENTER","CC_MKT_DESC","15","","YES","TEXT","100","400","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_PAGE","CP_DEPARTMENT","5","","YES","TEXT","50","200","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE_SALES","SS_COUPON_AMT","20","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE_SALES","SS_PROMO_SK","9","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_SOLD_TIME_SK","2","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_PAGE","CP_TYPE","9","","YES","TEXT","100","400","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","DBGEN_VERSION","DV_CMDLINE_ARGS","4","","YES","TEXT","200","800","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE","S_REC_END_DATE","4","","YES","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","STORE_SALES","SS_COUPON_AMT","20","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","ORDERS","O_ORDERPRIORITY","6","","NO","TEXT","15","60","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","LINEITEM","L_LINESTATUS","10","","NO","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_SUPPKEY","3","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE_SALES","SS_SOLD_DATE_SK","1","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","LINEITEM","L_ORDERKEY","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CUSTOMER_DEMOGRAPHICS","CD_CREDIT_RATING","6","","YES","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","DATE_DIM","D_MONTH_SEQ","4","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_RETURNS","WR_ACCOUNT_CREDIT","23","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SITE","WEB_STREET_NUMBER","16","","YES","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SITE","WEB_TAX_PERCENTAGE","26","","YES","NUMBER","","","5","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","ORDERS","O_ORDERKEY","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","ORDERS","O_ORDERSTATUS","3","","NO","TEXT","1","4","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","PARTSUPP","PS_AVAILQTY","3","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","SUPPLIER","S_ACCTBAL","6","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SALES","WS_BILL_HDEMO_SK","7","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","LINEITEM","L_TAX","8","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","CUSTOMER","C_NATIONKEY","4","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_RETURNS","CR_CATALOG_PAGE_SK","13","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CUSTOMER_DEMOGRAPHICS","CD_EDUCATION_STATUS","4","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","PROMOTION","P_END_DATE_SK","4","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE_RETURNS","SR_CUSTOMER_SK","4","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CALL_CENTER","CC_CALL_CENTER_ID","2","","NO","TEXT","16","64","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","ITEM","I_CATEGORY_ID","12","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_RETURNS","WR_ITEM_SK","3","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","LINEITEM","L_SHIPDATE","11","","NO","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_SALES","CS_NET_PROFIT","34","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_RETURNS","WR_REFUNDED_HDEMO_SK","6","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_RETURNS","CR_RETURNED_DATE_SK","1","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","PROMOTION","P_ITEM_SK","5","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_SALES","WS_SHIP_DATE_SK","3","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","PARTSUPP","PS_SUPPKEY","2","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","NATION","N_COMMENT","4","","YES","TEXT","152","608","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","PARTSUPP","PS_PARTKEY","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","PARTSUPP","PS_SUPPKEY","2","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","LINEITEM","L_RECEIPTDATE","13","","NO","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","SUPPLIER","S_ACCTBAL","6","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CUSTOMER_DEMOGRAPHICS","CD_DEP_COLLEGE_COUNT","9","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_SALES","CS_SOLD_DATE_SK","1","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CUSTOMER","C_BIRTH_DAY","12","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_PAGE","CP_CATALOG_PAGE_ID","2","","NO","TEXT","16","64","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","PROMOTION","P_RESPONSE_TARGET","7","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_PAGE","WP_URL","9","","YES","TEXT","100","400","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_SALES","CS_SHIP_MODE_SK","14","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","ITEM","I_CLASS_ID","10","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","TIME_DIM","T_TIME_SK","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_ORDER_NUMBER","18","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_WEB_PAGE_SK","13","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","WEB_PAGE","WP_ACCESS_DATE_SK","6","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF100","REGION","R_COMMENT","3","","YES","TEXT","152","608","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","WEATHER","HOURLY_14_TOTAL","T","2","","YES","TIMESTAMP_NTZ","","","","","","9","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WAREHOUSE","W_GMT_OFFSET","14","","YES","NUMBER","","","5","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_EXT_SHIP_COST","29","","YES","NUMBER","","","7","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","CATALOG_RETURNS","CR_RETURN_QUANTITY","18","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","LINEITEM","L_DISCOUNT","7","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1000","ORDERS","O_ORDERDATE","5","","NO","DATE","","","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SALES","WS_BILL_CDEMO_SK","6","","YES","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","WEB_SITE","WEB_GMT_OFFSET","25","","YES","NUMBER","","","5","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF10TCL","TIME_DIM","T_SUB_SHIFT","9","","YES","TEXT","20","80","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","PART","P_MFGR","3","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","CUSTOMER","C_MKTSEGMENT","7","","YES","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","CUSTOMER","C_MKTSEGMENT","7","","YES","TEXT","10","40","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","ORDERS","O_TOTALPRICE","4","","NO","NUMBER","","","12","10","2","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF1","CUSTOMER","C_NAME","2","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","CUSTOMER","C_CUSTKEY","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10000","REGION","R_NAME","2","","NO","TEXT","25","100","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCH_SF10","ORDERS","O_COMMENT","9","","NO","TEXT","79","316","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","CATALOG_PAGE","CP_DESCRIPTION","8","","YES","TEXT","100","400","","","","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
"SNOWFLAKE_SAMPLE_DATA","TPCDS_SF100TNC","STORE","S_STORE_SK","1","","NO","NUMBER","","","38","10","0","","","","","","","","","","","","","","","","","","","","","NO","NO","","","","","","",""
